key,module,page,component,slot,text,notes,status
limits.alert.body,limits,LimitsPage,LimitsPage,alert_body,"按当前速度，额度可能在 {{eta}} 后用尽（已用 {{percent}}%）。",,active
limits.alert.blocked,limits,LimitsPage,LimitsPage,alert_blocked,"通知已关闭——去系统设置中允许",,active
limits.provenance.fresh,limits,LimitsPage,UsageLimitsPanel,provenance_fresh,"实时",,active
limits.provenance.stale,limits,LimitsPage,UsageLimitsPanel,provenance_stale,"过期",,active
limits.provenance.tooltip,limits,LimitsPage,UsageLimitsPanel,provenance_tooltip,"来源：{{source}}；可信度：{{confidence}}",,active
limits.reauth.badge,limits,LimitsPage,UsageLimitsPanel,reauth_badge,"需重新登录",,active
limits.reauth.tooltip,limits,LimitsPage,UsageLimitsPanel,reauth_tooltip,"登录已过期——在终端运行一次 `{{command}}` 重新登录，然后刷新。",,active
shared.github.star,shared,*,GithubStar,star,"Star",,active
dashboard.cost_breakdown.empty,ui,CostAnalysisModal,CostAnalysisModal,empty,"暂无费用记录。",,active
dashboard.cost_breakdown.model_column,ui,CostAnalysisModal,CostAnalysisModal,model_column,"模型",,active
dashboard.cost_breakdown.cost_column,ui,CostAnalysisModal,CostAnalysisModal,cost_column,"费用",,active
heatmap.3d.modal.eyebrow,ui,ActivityHeatmap,ActivityHeatmap,eyebrow,"三维洞察",,active
heatmap.tooltip.level,ui,ActivityHeatmap,ActivityHeatmap,tooltip_level,"等级 {{level}}",,active
heatmap.tooltip.tokens,ui,ActivityHeatmap3D,ActivityHeatmap3D,tooltip_tokens,"{{day}}：{{value}} Token",,active
heatmap.tooltip.model_breakdown,ui,ActivityHeatmap,ActivityHeatmap,model_breakdown,"模型细分",,active
heatmap.tooltip.token_breakdown,ui,TrendMonitor,TrendMonitor,token_breakdown,"Token 构成",,active
trend.monitor.empty,ui,DashboardPage,TrendMonitor,empty,"暂无数据",,active
trend.monitor.unsynced,ui,DashboardPage,TrendMonitor,unsynced,"尚未同步",,active
wrapped.loading,ui,WrappedPage,WrappedPage,loading,"正在加载…",,active
wrapped.error,ui,WrappedPage,WrappedPage,error,"无法加载年度总结：{{error}}",,active
wrapped.empty,ui,WrappedPage,WrappedPage,empty,"该年度尚无数据，请先运行 `{{command}}`。",,active
wrapped.kicker,ui,WrappedPage,WrappedPage,kicker,"TokenTracker 年度总结",,active
wrapped.total_tokens,ui,WrappedPage,WrappedPage,total_tokens,"Token 总量",,active
wrapped.summary,ui,WrappedPage,WrappedPage,summary,"共 {{conversations}} 次对话、{{days}} 个活跃日，使用了 {{tools}} 款工具",,active
wrapped.top_tools,ui,WrappedPage,WrappedPage,top_tools,"常用工具",,active
wrapped.top_models,ui,WrappedPage,WrappedPage,top_models,"常用模型",,active
wrapped.peak_hour,ui,WrappedPage,WrappedPage,peak_hour,"高峰时段",,active
wrapped.tokens,ui,WrappedPage,WrappedPage,tokens,"{{count}} Token",,active
wrapped.longest_streak,ui,WrappedPage,WrappedPage,longest_streak,"最长连续活跃",,active
wrapped.days,ui,WrappedPage,WrappedPage,days,"{{count}} 天",,active
wrapped.top_days,ui,WrappedPage,WrappedPage,top_days,"最高用量日期",,active
wrapped.highlights,ui,WrappedPage,WrappedPage,highlights,"年度亮点",,active
wrapped.footer,ui,WrappedPage,WrappedPage,footer,"根据本地 queue.jsonl 生成 · 使用 `{{command}}` 分享",,active
wrapped.highlight.model,ui,WrappedPage,WrappedPage,highlight_model,"{{model}} 贡献了全年 {{percent}}% 的用量。",,active
wrapped.highlight.day,ui,WrappedPage,WrappedPage,highlight_day,"最忙碌的一天是 {{day}}（{{tokens}} Token）。",,active
wrapped.highlight.hour,ui,WrappedPage,WrappedPage,highlight_hour,"你的高效时段集中在 UTC {{hour}}:00 左右。",,active
wrapped.highlight.streak,ui,WrappedPage,WrappedPage,highlight_streak,"最长连续活跃：连续 {{days}} 天使用 AI 编程。",,active
wrapped.highlight.tools,ui,WrappedPage,WrappedPage,highlight_tools,"你使用了 {{count}} 款不同的 AI 工具，涉猎广泛。",,active
landing.v3.how.scene.terminal_title,landing,LandingPage,HowItWorksSection,scene_terminal_title,"终端",,active
landing.v3.how.scene.prompt,landing,LandingPage,HowItWorksSection,scene_prompt,"""重构解析器""",,active
landing.v3.how.scene.thinking,landing,LandingPage,HowItWorksSection,scene_thinking,"正在思考…",,active
landing.v3.how.scene.editing,landing,LandingPage,HowItWorksSection,scene_editing,"正在编辑 {{path}}",,active
landing.v3.how.scene.files_changed,landing,LandingPage,HowItWorksSection,scene_files_changed,"已修改 {{count}} 个文件",,active
landing.v3.how.scene.session_title,landing,LandingPage,HowItWorksSection,scene_session_title,"会话日志 · 上一轮",,active
landing.v3.how.scene.appended,landing,LandingPage,HowItWorksSection,scene_appended,"已在本机追加",,active
landing.v3.how.scene.total_tokens,landing,LandingPage,HowItWorksSection,scene_total_tokens,"Token 总量",,active
subscriptions.add,ui,LimitsPage,SubscriptionSettingsCard,add,"添加订阅",,active
subscriptions.edit,ui,LimitsPage,SubscriptionSettingsCard,edit,"编辑",,active
subscriptions.delete,ui,LimitsPage,SubscriptionSettingsCard,delete,"删除",,active
subscriptions.save,ui,LimitsPage,SubscriptionSettingsCard,save,"保存",,active
subscriptions.confirm_delete_title,ui,LimitsPage,SubscriptionSettingsCard,confirm_delete_title,"确定删除这条订阅？",,active
subscriptions.delete_error,ui,LimitsPage,SubscriptionSettingsCard,delete_error,"删除失败，请重试。",,active
subscriptions.form.plan,ui,LimitsPage,SubscriptionSettingsCard,form_plan,"套餐",,active
subscriptions.form.plan_placeholder,ui,LimitsPage,SubscriptionSettingsCard,form_plan_placeholder,"如 Plus、Pro",,active
subscriptions.form.auto_renew,ui,LimitsPage,SubscriptionSettingsCard,form_auto_renew,"自动续费",,active
subscriptions.form.auto_renew_on,ui,LimitsPage,SubscriptionSettingsCard,form_auto_renew_on,"开启",,active
subscriptions.form.auto_renew_off,ui,LimitsPage,SubscriptionSettingsCard,form_auto_renew_off,"关闭",,active
subscriptions.form.started_at,ui,LimitsPage,SubscriptionSettingsCard,form_started_at,"订阅时间",,active
subscriptions.form.cycle,ui,LimitsPage,SubscriptionSettingsCard,form_cycle,"计费周期",,active
subscriptions.form.cycle_weekly,ui,LimitsPage,SubscriptionSettingsCard,form_cycle_weekly,"每周",,active
subscriptions.form.cycle_monthly,ui,LimitsPage,SubscriptionSettingsCard,form_cycle_monthly,"每月",,active
subscriptions.form.cycle_yearly,ui,LimitsPage,SubscriptionSettingsCard,form_cycle_yearly,"每年",,active
subscriptions.form.error,ui,LimitsPage,SubscriptionSettingsCard,form_error,"出了点问题，请重试。",,active
subscriptions.status.auto_renew,ui,LimitsPage,SubscriptionSettingsCard,status_auto_renew,"自动续费中",,active
subscriptions.status.manual,ui,LimitsPage,SubscriptionSettingsCard,status_manual,"已关闭自动续费",,active
subscriptions.label.renews_at,ui,LimitsPage,SubscriptionSettingsCard,label_renews_at,"下次续费",,active
subscriptions.label.expires_at,ui,LimitsPage,SubscriptionSettingsCard,label_expires_at,"到期时间",,active
subscriptions.countdown,ui,LimitsPage,SubscriptionSettingsCard,countdown,"{{days}} 天 {{hours}} 小时 {{minutes}} 分后",,active
subscriptions.expired,ui,LimitsPage,SubscriptionSettingsCard,expired,"已到期",,active
subscriptions.empty.title,ui,LimitsPage,SubscriptionSettingsCard,empty_title,"还没有订阅",,active
subscriptions.empty.body,ui,LimitsPage,SubscriptionSettingsCard,empty_body,"添加一条套餐，随时关注它的下次续费或到期时间。",,active
subscriptions.load_error,ui,LimitsPage,LimitsPage,load_error,"加载订阅失败。",,active
subscriptions.inline.label,ui,LimitsPage,UsageLimitsPanel,inline_label,"订阅",,active
subscriptions.badge.auto_renew,ui,LimitsPage,UsageLimitsPanel,badge_auto_renew,"自动续费",,active
subscriptions.badge.stops,ui,LimitsPage,UsageLimitsPanel,badge_stops,"到期停止",,active
subscriptions.form.provider,ui,LimitsPage,SubscriptionSettingsCard,form_provider,"关联工具",,active
subscriptions.form.provider_required,ui,LimitsPage,SubscriptionSettingsCard,form_provider_required,"请选择关联的工具",,active
subscriptions.form.provider_taken,ui,LimitsPage,SubscriptionSettingsCard,form_provider_taken,"该工具已有订阅，请编辑现有记录",,active
subscriptions.form.provider_taken_suffix,ui,LimitsPage,SubscriptionSettingsCard,form_provider_taken_suffix,"（已有订阅）",,active
limits.page.openSubscriptions,ui,LimitsPage,LimitsPage,open_subscriptions,"订阅管理",,active
dashboard.device_filter.aria,dashboard,DashboardPage,UsageOverview,select_aria,"按设备筛选",,active
settings.footer.version,ui,SettingsPage,NativeAppFooter,version,"TokenTracker v{{version}}",,active
